	151_Le	173_Le	279_Le	294_Ob	295_Ob	75_Ob	138_Ob	65_Ob	283_Ob	96_IR	132_IR	95_IR	126_IR
FOXJ2|NM_018416	4.307544078	4.736872467	2.425067798	4.549349165	2.797782294	2.85883965	2.722905209	2.439493811	3.731462099	5.981963386	2.408795386	2.048560181	2.667691713
ZNF654|NM_018293	3.025568752	3.300507016	1.168004129	1.597704914	2.496870643	2.83484562	2.093724585	2.902823184	3.638475144	5.246952719	1.70971938	0.837169334	2.098606233
ZMYM2|NM_003453+NM_197968+NM_001190964+NM_001190965	5.583516636	5.625659941	7.85478385	4.475575133	3.592841822	3.988518678	4.536504913	5.090713149	6.280078704	3.583330596	3.895285047	4.370578928	4.385847808
DCAF6|NM_018442+NM_001198957+NM_001198956+NM_001017977	19.53404774	22.68927445	14.57096986	21.96229043	19.97852411	17.73951837	17.74149715	13.20977846	24.67012601	19.05526075	23.14169122	14.77892303	18.84136626
PDP1|NM_018444+NM_001161780+NM_001161779+NM_001161781	2.890624185	1.860900988	3.254736108	1.90805632	2.208802542	2.031305677	2.692767486	4.622255398	3.586233385	4.503805502	2.552286752	2.194870344	3.938403622
ZNF302|NM_018443+NM_001289183+NM_001289182+NM_001289181+NM_001289186+NM_001289185+NR_110322+NM_001289184+NM_001289187+NM_001289188+NM_001289189+NM_001289192+NM_001289191+NM_001289190+NM_018675+NM_001012320	8.061572784	14.68054146	5.580418306	13.94169616	14.18368941	13.94131932	8.940727375	12.21695135	8.357056144	9.591960121	6.228559753	8.783075816	10.03572864
TMED4|NM_001303062+NM_182547+NM_001303061+NM_001303059+NM_001303058+NM_001303060	55.10257302	78.50906467	67.21048004	52.46436718	57.80370677	75.17805298	66.49088741	69.4214344	47.6056394	55.31385606	59.9135132	64.84574502	53.91833903
SLC5A6|NM_021095+NR_028323	50.93206843	67.21009696	28.40782345	40.69265803	51.09954178	58.59254144	50.96691365	40.72148664	57.93978091	36.83261602	60.44501472	52.50486873	71.52382593
PLSCR1|NM_021105	3.561682751	5.170006942	2.578064964	2.115910531	14.08415671	2.92001897	2.132931606	12.45849554	1.905657793	2.895320453	3.144800264	5.081541589	4.301260579
RPL41|NM_021104+NM_001035267	21.90221435	27.56827332	21.13807261	24.91106234	26.26274407	25.25730695	40.35769562	18.85840763	15.96827488	12.32618232	22.61132929	15.73347793	25.04158556
MARK1|NM_018650+NM_001286129+NM_001286128+NM_001286126+NM_001286124	3.972079746	2.636297956	6.244936897	5.763271587	3.118211413	5.951185835	4.525517328	4.746921935	8.08287633	6.910993161	6.046970763	4.741869999	5.194878848
TMSB10|NM_021103	2188.291971	1414.745779	5474.902491	2175.310158	1849.32795	2629.877785	1659.276234	1734.90643	2636.870663	2341.417718	2070.58347	2562.910291	1647.507735
HES6|NM_018645+NM_001142853+NM_001282434	0	1.101875595	0.671561006	0.367449495	0.95707479	1.303948661	1.666824204	0.556340173	1.276471123	1.696956737	0.491514044	0.722014074	1.551374042
PDLIM1|NM_020992	17.43646587	28.26845568	139.4330663	51.95735859	102.2115493	46.09458518	94.97170464	82.64961436	73.30148886	93.14502445	142.9590373	89.16965212	48.13056142
KLB|NM_175737	66.0367269	51.51644522	49.67408279	33.84621484	23.8202832	50.1967682	37.47863865	33.12818573	57.25459789	36.18257537	30.06830494	31.57335835	42.58099386
MTMR3|NM_021090+NM_153050+NM_153051	6.094067872	6.929566743	4.873010726	6.260628294	6.146763157	5.256538394	5.733870766	4.606597332	4.94594277	7.115625682	5.635142658	5.239110519	3.458446352
LOC100506804|NR_040081	0.758608219	0	0	0.400596442	1.043410758	0.710787744	1.211456913	1.213053206	0.927746167	0	1.071705256	0	1.127547106
PSMD4|NM_002810	175.1974619	175.9783355	133.4130864	176.0538597	162.3422233	178.6987675	176.4863355	229.3208277	125.4365443	214.5305201	174.9250846	206.3332873	159.3179163
DPM2|NM_003863	23.54776832	38.63216701	29.48265755	22.5170959	32.38825282	22.65969258	32.01466876	26.45962498	21.7930335	21.72894926	25.62422311	34.33910146	20.3377845
DCAF5|NM_003861+NM_001284207+NM_001284206+NM_001284208	10.36219261	14.75921407	11.11185362	12.42043176	11.69496217	11.79725163	11.55724224	12.75824944	10.15813813	10.51196928	7.203285392	10.92266561	10.63451086
PTPN1|NM_002827+NM_001278618	7.086681503	4.78802141	5.065176299	7.001553095	6.108257136	3.187179615	7.242913817	6.183778809	5.573900011	5.838191789	3.121845517	4.585863677	5.337330646
POU6F1|NM_002702+NR_026893	1.079018247	1.107787022	3.13030511	2.051260582	1.978815449	1.617600076	1.378507728	1.830517753	2.158309618	1.861157127	1.751989753	0.67176534	1.417906338
PITPNA|NM_006224	2.227942164	3.380998368	9.13840083	5.441331617	5.873382288	5.479685171	3.557904949	4.230579274	5.619652937	7.470837169	4.131055614	2.889691489	4.139339777
PIN4|NM_006223+NR_033187+NM_001170747	24.40108852	28.758218	15.953066	15.26067017	29.95312307	27.28799442	24.51165246	16.36263315	14.68010016	23.03516952	23.35203118	18.78507476	15.79422983
PIK3CB|NM_006219+NM_001256045	3.768880288	3.860038966	5.132904118	4.388290422	4.343373532	6.228997997	4.777478563	3.056299847	4.979818592	3.647883687	2.347975873	3.966442859	5.311184938
PSMD13|NM_175932+NM_002817	106.9594412	96.65775641	83.22987192	86.95923627	94.22537296	92.28547037	83.16855111	99.42116036	88.08407814	86.77847092	104.4281312	87.74053105	74.07862557
CTAGE5|NM_203354+NM_001247988+NM_203356+NM_001247990+NM_001247989+NM_005930+NM_203355	4.572068143	3.957259595	3.510109361	4.075016728	4.548841794	3.48479376	3.112827957	3.74595928	7.348753978	4.397040685	4.660170805	5.145540292	2.867457641
KAT5|NM_182709+NM_006388+NM_182710+NM_001206833	0	23.2180335	18.61935994	16.63994004	0	31.81430511	20.53934344	27.76464998	0	0	0	20.01819614	21.79305578
CREM|NM_183013+NM_001881+NM_001267562+NM_001267563+NR_051974+NR_051973+NR_051975+NM_181571+NM_183012+NM_183011+NM_183060+NM_182772+NM_182771+NM_001267564+NM_182770+NM_182769+NM_001267566+NM_001267565+NM_182719+NM_182717+NM_001267569+NM_182723+NM_001267570+NM_001267567+NM_182720+NM_182718+NM_001267568+NM_182724+NM_182721+NR_051971+NR_051972	9.745243145	6.820970249	7.104816011	11.79170356	13.97246634	11.94073472	18.99302482	8.085369446	13.2084166	8.301272787	14.75703631	5.653487472	9.099489695
CLEC4A|NM_194450+NM_194448+NM_194447+NM_016184	0	0.878765985	0.891631232	3.415037654	0	1.731252025	1.475361142	1.477305172	0.509004559	1.502032442	0.652582966	1.917235495	0.686586196
BTN3A1|NM_194441+NM_001145009+NM_007048+NM_001145008	2.52557193	4.594621788	4.424401919	5.547613028	3.440369806	6.803305574	6.405834195	12.50275248	1.376548328	9.028003618	4.452415505	4.162198781	6.600944453
RNF212|NM_194439+NM_001131034+NM_001193318	2.526097201	3.816264516	6.501239277	8.512212172	5.925783855	6.669235115	3.729389581	4.782397681	2.32666272	5.23701425	5.35331506	5.770287927	4.056419512
FILIP1L|NM_182909+NM_001282794+NM_001282793+NM_014890+NM_001042459	26.39771839	8.708625368	28.34470934	14.09818713	31.7814526	20.51771375	24.4311733	14.86988876	13.20680742	34.62688855	41.26024771	25.83445862	33.87442921
VAPA|NM_194434+NM_003574	31.558722	29.22720064	32.53433681	32.49702119	36.63265736	33.46713052	32.30027786	38.53614833	33.24432848	34.98318979	27.86488455	27.23863623	25.15914484
FGFR1OP|NM_194429+NM_001278690+NM_007045	2.40893192	4.379725685	4.133132805	6.077710608	4.049603179	2.758653085	5.918973113	4.280005463	4.009864808	4.134062358	3.625041007	3.279211674	2.983736256
RNF41|NM_194358+NM_194359+NM_001242826+NR_040053+NM_005785	12.30592844	20.077231	12.77633041	17.72280743	17.35333598	14.50009691	21.88747251	17.29261821	18.56257162	13.94439497	16.72638033	12.96232128	16.627955
ARL13B|NM_182896+NR_033427+NM_001174150+NM_144996+NM_001174151	2.616022191	0.828506411	3.029702813	3.103600718	4.003508884	4.657119817	2.297706443	3.973995174	2.94257489	2.047580189	1.995564981	2.171545652	1.555315848
RNF38|NM_194332+NM_194329+NM_194330+NM_194328+NM_022781	7.706401879	8.641962285	4.85054397	5.188614232	4.060169121	5.776490016	5.247821901	4.327430278	5.496349232	3.771311317	3.55420739	2.92375195	3.160454728
ZNF30|NM_194325+NR_024018+NM_001099438+NM_001099437	3.046176037	4.622703575	2.204923983	2.815027168	2.618621813	3.924461586	2.432290427	2.131058448	2.211924225	1.238130457	1.344815902	2.370575622	2.263821357
EIF5|NM_001969+NM_183004	70.68163613	87.02445042	69.97295099	63.54811524	56.69122384	78.32357759	56.56957568	73.58441156	63.56528404	57.05398463	48.2899354	47.40513134	64.33800103
SHC1|NM_183001+NM_001130040+NM_001130041+NM_003029+NM_001202859	59.32901483	48.79442502	54.95564861	42.20935204	67.41573134	41.61500789	47.85916655	48.2177263	69.01267507	45.73791586	57.57431689	39.35168526	48.31088985
UBE2J2|NM_194315+NM_058167+NM_194458+NM_194457	23.50947086	31.02316354	22.30125304	26.43847893	29.02812474	24.47500098	21.20505295	18.79642106	26.48828242	27.25092389	21.52657526	19.66089586	23.29532335
CCNB1IP1|NM_182852+NM_182849+NM_021178	5.883876238	10.74518792	3.785729948	6.768391541	4.148057481	4.945012969	4.698118453	4.219659026	6.684927214	5.314500167	6.390813129	2.713429637	5.344423444
SPATA24|NM_194296	4.353605575	0.766003978	1.400571183	1.532665445	0.665341078	0	2.317492059	1.160272868	0.88737963	0	1.025075012	0	2.156974332
PIK3R1|NM_181523+NM_181524+NM_181504+NM_001242466	7.905613518	5.215239443	9.367053894	10.14195752	34.52906616	17.66915314	8.756747208	17.24766509	14.17385677	19.13199289	6.984860494	10.07078239	20.82337523
CLDN23|NM_194284	2.016218975	8.780006666	2.432344421	1.064699971	2.079872571	4.250525272	5.23216573	4.030046128	10.01711585	4.09750141	4.984637304	1.569049028	5.993559823
PLTP|NM_182676+NM_006227+NM_001242921+NM_001242920	35.21379851	24.60082496	88.75157062	53.62571951	41.33931383	75.69216849	90.96767108	44.30166519	119.3787265	89.55246918	64.12082864	69.31563811	68.11839146
ATF4|NM_001675+NM_182810	161.4452009	205.1801199	175.8742781	167.94669	264.3072383	175.2892851	126.6966507	132.4034893	150.199016	110.9626577	195.285472	133.7271758	159.6313065
INO80C|NM_194281+NM_001098817	32.12783306	29.6771827	15.5034655	24.91832504	22.55506255	15.99199894	24.85155515	33.71421446	24.55687302	22.03619607	26.23982832	26.04408005	24.6225223
TMEM219|NM_194280+NM_001083613	169.9130079	174.6765108	184.9597679	169.5505395	146.3031084	175.3347584	171.9551186	145.3276715	140.4438734	193.7531638	173.9241387	243.9566671	189.4109327
RBPMS2|NM_194272	16.77688327	14.06466282	15.71533583	11.98615093	10.63277773	10.63365556	16.94186647	10.25741731	11.76734813	16.04477984	10.45638202	20.47999801	19.43548537
RNF34|NM_025126+NM_001256858+NM_194271	23.23258172	19.82971202	13.35780218	26.02922147	22.43630432	17.59971354	18.55059768	30.03623673	27.6568261	19.28778064	26.53634037	20.00330587	23.87811985
MCM8|NM_182802+NM_001281521+NM_001281520+NM_032485+NM_001281522	0.836990624	1.472660159	2.154104285	0.441987653	0.511653373	0.784229218	1.113857865	0.446130262	0.341201555	0	0.197073014	1.447461083	0.207341623
PAIP1|NM_182789+NM_183323+NM_006451	15.770332	16.24239866	14.84890167	15.43690113	18.34031707	15.85740225	14.74207615	16.29915829	16.46404896	18.448047	16.57351568	18.35914173	14.00684153
MCL1|NM_182763+NM_021960+NM_001197320	47.9770788	20.70902768	21.28804737	31.11133538	32.4882556	24.67535987	30.20056535	15.62910761	31.46589065	43.29731753	31.60727959	41.03410456	51.4100218
SRI|NM_003130+NM_198901+NM_001256891+NM_001256892	100.7757615	109.1100284	87.19823968	98.95648348	126.9093391	131.8568343	117.5005394	132.220008	80.25279892	104.6759521	136.5929431	99.6498676	97.04078388
TFEB|NM_001271945+NM_001271943+NM_001271944+NM_001167827+NM_007162	10.04886402	4.252978669	7.260744266	4.540307547	2.463725146	4.884905379	5.14893517	1.288929934	2.75325425	1.747338882	5.356595938	3.903114912	4.392943171
DDX42|NM_007372+NM_203499	15.98237336	15.42234304	18.55792365	21.49504937	14.88405143	14.97489062	9.172327708	11.97967011	17.40795593	14.0072161	11.28935404	13.7332941	11.13524312
TNIP1|NM_001252393+NM_001252392+NM_001252391+NM_001252390+NM_001252386+NM_006058+NM_001258456+NM_001258455+NM_001258454+NM_001252385	39.81664439	35.7023544	83.47002868	56.75453225	36.71366192	51.04385471	50.86804799	20.54767229	42.38364199	42.13675028	49.96084696	67.82389765	75.64042123
EXTL2|NM_001261441+NM_001261440+NM_001439+NR_048570+NM_001261442+NM_001033025	5.258268663	6.367393019	6.872406237	5.558685312	4.826130439	5.221538912	4.696968645	6.188365357	10.22301542	6.286012851	4.806670507	5.782473952	4.601726233
IRAK4|NM_001145258+NM_001114182+NM_001145256+NM_001145257+NM_016123	1.979210178	2.352243921	1.831853893	1.573365157	3.629680937	3.477087139	1.975433261	1.465949227	2.647412626	2.507311207	2.796080898	2.053664372	2.82117887
ITGA7|NM_002206+NM_001144997+NM_001144996	220.7252701	183.2968013	201.4651038	215.1842723	167.6560817	139.2781969	204.7616213	119.5184725	173.2200821	215.2336074	207.3906351	183.866415	197.0391445
H2AFZ|NM_002106	100.7811419	103.102356	79.21583283	101.5006477	97.65127398	120.7123244	101.2110207	83.06916623	85.76753699	90.37175654	106.4151261	108.8846019	131.2633904
ABCE1|NM_002940+NM_001040876	6.044013053	6.912269904	3.888763128	8.245089587	12.00781521	10.85411368	8.64655351	9.858462512	10.70238526	7.574557753	5.870240682	5.748762688	8.602521915
GPN1|NM_001145047+NM_001145049+NM_001145048+NM_007266+NR_026735	26.08923933	32.88764639	23.20179761	34.81526932	32.48583	38.43519602	37.91527793	57.07992026	25.57818731	43.8601846	26.05202994	28.28428505	25.08123174
MORF4L2|NM_001142432+NM_001142431+NM_001142430+NM_001142429+NM_001142428+NM_001142427+NM_001142424+NM_001142418+NM_001142421+NM_001142419+NM_001142420+NM_001142426+NM_001142425+NM_001142423+NM_001142422+NM_012286	119.4673374	150.8080354	136.8930679	155.4928405	166.1272242	165.4246227	132.288194	185.6606157	184.0077903	164.4424185	137.8164857	109.91743	130.6637365
CCDC88A|NM_001135597+NM_001254943+NM_018084	1.138353021	1.201739011	2.896407328	2.242993992	2.182521963	1.057325486	1.474438176	2.068505112	3.00579611	1.76662747	1.16958579	0.751657287	2.630537365
EIF3J|NM_003758+NM_001284335+NM_001284336	22.64328823	28.63983724	33.72004083	30.20248857	36.45634965	21.07181247	21.64977268	17.87875188	29.83660371	24.47039548	33.11074014	23.93839	20.49176193
YARS|NM_003680	37.03827266	27.51526857	33.42917842	28.4325732	41.98118973	32.77551524	32.03858035	24.67753572	38.37599845	41.26008227	31.73409269	25.26520758	35.17168791
IQGAP1|NM_003870	9.416106149	12.53356745	13.9606449	13.83607885	17.58106124	15.08782538	10.89639124	15.16594113	15.3122832	22.85235072	10.69973582	8.354333726	12.7785023
FAM189A2|NM_001127608+NM_004816	0	0.760152062	3.706323908	0.50698553	0	1.349334626	1.149893745	0.383802973	2.788568121	1.170681307	0.339081304	1.494289798	0.356749341
MOV10|NM_001286072+NM_020963+NM_001130079	4.814782467	3.737411466	1.913388265	3.14077316	3.505968272	2.919058359	2.261456208	6.113976716	3.03073125	0.920935262	4.601329805	4.114274788	4.209639024
PRPF18|NM_003675	20.19766575	14.01180767	15.59439492	15.54149729	18.52028597	16.76166734	16.58807806	17.07132267	19.23141625	17.35706404	19.15838143	9.580555083	17.58345234
PAPSS2|NM_004670+NM_001015880	3.072333676	18.91987968	11.11928878	26.90479927	23.94604611	15.59275585	22.28302084	26.20169673	14.40312043	14.15263979	26.58473229	21.25272758	17.8855436
MAX|NM_197957+NM_001271069+NM_145113+NM_002382+NM_145114+NM_145112+NM_001271068+NR_073137+NR_073138	20.9155588	21.53737906	15.78769632	23.45581777	21.54867084	27.14279154	24.91172686	17.17260519	16.10698974	31.32939878	25.95940385	27.31470082	27.09024903
SRP9|NM_001130440+NM_003133	48.58838814	74.2921519	79.97861164	84.39598062	85.93841187	59.15882737	51.4650587	58.75707747	79.62927717	62.55373256	56.67787972	45.72337606	49.36674486
TXNDC12|NM_015913+NR_046406+NR_046405	20.54102004	36.43044557	24.58221722	31.8903203	30.8896055	28.86926003	27.55444838	32.84613796	26.87926623	30.72424606	29.30901323	21.31373489	25.34062078
PTDSS1|NM_014754+NM_001290225	11.92873483	17.80382947	17.86430941	16.62959955	16.55094364	11.94759369	16.75046924	14.47042696	18.31701185	8.74133634	20.61673116	11.15768198	16.26823381
COPZ2|NM_016429	33.04589454	45.01414495	47.3250423	38.84136233	24.43668749	36.95557208	27.23743647	31.53478348	29.98439426	45.92753043	34.63709586	49.77438304	34.85745301
CWC15|NM_016403	82.40911263	94.90672641	65.07323876	69.56219964	69.84054902	67.8549731	58.82253639	69.881409	45.81041034	55.82585677	59.09271257	66.07528294	52.89240484
MTSS1|NM_014751+NM_001282971+NM_001282974	1.951437644	1.820721847	1.958253192	2.785828489	2.046589188	2.74263696	1.713988078	1.784499697	4.415074454	2.639081916	1.240580667	1.894835642	1.96029752
KIAA0586|NM_001244189+NM_001244192+NM_001244191+NM_001244190+NM_014749+NM_001244193	0.575499709	1.57913839	1.481123257	0.97705021	0.967460073	1.671663082	1.531737296	1.755622279	2.705857032	0.623771101	1.247981555	1.278214277	1.447479666
SNX17|NM_014748+NM_001267059+NM_001267060+NR_049783+NR_049782+NM_001267061+NR_049787+NR_049786+NR_049785+NR_049784+NR_049788	108.2490708	121.9986793	137.7153503	144.9364724	152.8846605	120.3466121	128.0024778	167.36721	134.0243578	118.087882	142.4557965	140.7374731	135.4100688
RNF144A|NM_014746	3.943203353	4.705739495	1.985545764	2.987616019	1.729260937	1.445726665	1.916504341	10.82881017	1.310427315	1.672414585	2.05872378	1.245251093	1.401525925
KIAA0232|NM_014743+NM_001100590	2.27845973	1.937626428	4.397934057	3.676385852	3.307959772	3.913859027	1.718217771	2.42891549	3.250871265	2.263773325	2.414128802	1.444771248	0.940710534
SRRT|NM_015908+NM_001128853+NM_001128852+NM_001128854	10.11989405	17.07596115	3.784472648	10.22168775	10.67962282	10.14419014	8.120881644	10.45054805	9.881004565	9.601187698	11.58721004	6.127609943	13.65388487
DYNC2LI1|NM_016008+NM_001193464+NM_015522	24.43001418	20.41764714	13.5752289	28.22558437	23.21607582	29.91885511	30.25963597	31.40809134	21.88574383	22.86868549	17.7084435	20.97155419	18.66967789
VEGFA|NM_001025366+NM_001171629+NM_001171630+NM_001204385+NM_001204384+NM_003376+NM_001025368+NM_001025369+NM_001171627+NM_001171626+NM_001171623+NM_001171624+NM_001171628+NM_001171622+NM_001171625+NM_001033756+NM_001025370+NM_001025367+NM_001287044	11.57093132	8.95783249	14.14516501	12.2204685	6.365991783	6.143535461	4.311570879	2.775376338	11.32061257	3.448904362	3.541752708	8.004138777	6.01940426
MAPKAPK2|NM_004759+NM_032960	2.971554946	2.962739174	5.417108541	2.964010389	2.573396399	1.856157792	2.636341638	1.05592618	7.974803312	1.610400554	3.498326468	3.425932554	1.226869628
AIMP1|NM_001142415+NM_004757+NM_001142416	31.17423684	25.17398168	32.93799267	30.5149673	27.94290692	35.24773519	23.84450188	28.99331394	25.70210534	24.35189248	19.49112718	13.4967503	19.62635627
NUMBL|NM_004756+NM_001289979+NM_001289980	3.594442474	3.162157421	6.648987063	6.643380486	3.021269623	1.403274659	2.870066574	2.394873631	6.044297897	3.652438868	4.866379217	4.972878258	2.448669276
MPHOSPH10|NM_005791	17.02548852	15.0475856	7.260425745	15.89037929	17.60837881	12.24242504	10.43291093	16.77796588	17.06875611	9.655922839	12.02617179	5.340870307	9.121788029
RABEP1|NM_001291581+NM_001291582+NM_001083585+NM_004703	12.32976138	14.13199318	22.30111555	16.17669902	15.42433711	20.59459245	13.40476676	27.06756199	14.44297084	18.61438686	12.22517023	12.42805298	13.0901248
CAPRIN1|NM_005898+NM_203364	38.94794034	44.87359149	25.77987712	32.11071432	40.02258224	32.53536542	38.23127903	38.983114	35.52811327	31.50982705	26.24626939	24.18220777	29.49054293
CCPG1|NM_004748+NM_020739+NM_001204450+NM_001204451	7.17783504	19.28281497	11.15940321	18.19256935	19.45095092	12.09368849	8.596965136	11.60970606	12.89297004	12.2412167	8.92731446	9.309814751	9.779621879
DLG5|NM_004747	5.656951327	4.305354089	1.650572858	4.237730812	4.463363094	3.57465696	1.785761029	1.367381342	2.373108701	3.208312375	2.787809299	2.730118735	2.541993817
ZFAND5|NM_006007+NM_001278245+NM_001278244+NM_001278243+NM_001102420+NM_001102421	55.68041891	47.18498582	37.78543147	43.85773458	29.6257808	26.3936275	27.01570531	28.2913741	49.38736566	60.10623658	37.78208483	49.54922425	31.91403345
ROCK2|NM_004850	5.226231094	9.249489063	12.16468606	10.79570175	11.55766367	8.785407579	9.082425527	6.021963007	14.38079027	12.8702897	7.926115085	5.58232722	8.681813261
UQCRFS1|NM_006003	124.5970615	114.9869599	98.52743648	95.93433858	110.9325789	63.26707769	92.42703624	76.48131985	102.9773611	99.97903439	94.25665235	109.2659763	132.0248039
UCHL3|NM_001270952+NM_006002	48.49526081	58.29726543	69.68494294	64.3064853	100.1378792	70.48043047	61.95547846	90.47079266	76.02016784	62.1994493	75.36154639	78.27487428	87.95445244
CAMTA1|NR_038934+NM_015215+NM_001195563+NM_001242701	66.93808132	62.14662356	64.02398056	47.20357187	37.82609684	51.30075832	41.38576608	40.78593298	45.75270997	33.0503868	35.71726503	57.28882114	47.41610485
ARMCX6|NM_001184768+NR_033669+NR_033670+NM_019007+NM_001009584	11.55076258	9.422585632	11.14777046	7.763106649	4.882048171	7.871007861	7.546071483	5.876900299	7.063050098	4.268048853	11.8676786	11.98528072	9.364538377
CHMP4B|NM_176812	1.792194645	1.57665664	2.306222858	1.261866632	1.643356106	1.679219861	0.954013125	1.43290529	0.730593065	1.45688939	2.109899388	1.239742442	0.887934789
MRPL43|NM_176792+NM_176794+NM_176793+NM_032112	100.7157044	121.2669196	100.9338124	118.1314078	122.7777537	88.01525122	93.56418925	134.2965531	97.64309715	99.52465261	104.6963829	133.65456	108.3719621
ADD1|NM_176801+NM_014190+NM_014189+NM_001119+NM_001286645	37.82373766	34.54457259	28.35184844	30.48585755	24.07242435	33.57420666	30.58636633	25.86405005	29.89957662	33.78148456	26.18996659	30.72595352	29.40391337
PIGN|NM_176787+NM_012327	2.050677074	3.788510714	3.166610294	3.898426239	4.256545138	3.650675775	4.257268656	6.131952853	4.639600958	4.334230753	2.897044011	3.617293522	2.590796806
PSME1|NM_176783+NM_001281528+NM_006263+NM_001281529	144.9335312	154.3036124	110.7694125	170.9464611	150.6790637	137.8701589	160.5724095	159.9996779	89.97658762	140.3494462	135.8127436	155.7347801	126.1217211
CDK5RAP3|NM_001278197+NM_176096+NM_001278216+NM_001278198+NM_001278217	37.46369581	48.91680404	39.48684901	42.43011171	30.73636086	41.1063977	38.67051137	54.38866805	34.96525056	40.07176128	43.5246072	54.07804832	35.16862709
SLC7A8|NM_182728+NR_049767+NM_001267037+NM_001267036+NM_012244	21.50075706	15.99324995	10.03915606	17.03236532	2.861459526	7.936815991	7.974995691	12.64017493	18.87695725	9.818526513	7.824512975	5.146454448	6.559523924
EXD2|NM_001193360+NM_001193361+NM_018199+NR_034164+NM_001193362+NR_034165+NM_001193363	9.261896089	9.082445204	11.43329722	12.13464598	11.8293698	12.36863315	10.46070628	14.38258752	10.94339228	18.91276898	13.2033316	12.37988684	11.59410274
FABP9|NM_001080526	0	2.603261641	2.37991795	3.906568315	2.261159153	4.621011045	0	1.971591489	3.015756336	2.004592168	0	2.558716544	3.665234579
GPR107|NM_001136558+NM_020960+NM_001136557+NM_001287346	3.831223135	1.497982975	5.33347382	4.420946289	3.252821251	4.423289984	4.807874873	3.488287102	5.605035611	4.729322654	2.305310029	3.481476446	4.990745196
C11orf57|NM_001082969+NM_018195+NM_001082970+NR_103469+NM_001301019+NM_001301017+NM_001301021	3.764242042	4.388879571	2.674893963	5.045888773	3.49444666	2.921488085	3.042932659	3.472623968	4.655700276	3.766132337	1.957749092	3.235335221	3.658223754
PCCB|NM_001178014+NM_000532	68.80902379	57.48319943	38.69463512	39.76912359	28.81483762	39.08902047	34.17662711	38.55351617	44.06308962	32.59228434	35.97471403	52.84538695	43.08366186
DBF4B|NM_025104+NM_145663+NR_036623	1.611072244	2.004109837	1.843237129	0.55709322	1.81176946	1.524628108	1.475616922	1.300989663	2.065812398	2.204609358	0.930449891	1.366792923	0.475431924
CCNL2|NM_030937+NM_001039577	28.34520737	31.45488887	23.10682669	24.85279753	23.93715437	23.21460448	17.18285723	28.56397248	35.3728252	13.86547122	23.45868158	27.68896686	19.79622566
IFT74|NM_001099223+NM_001099222+NM_025103+NM_001099224	4.87327845	7.974181861	4.82915438	13.93216412	9.160551058	8.189689334	8.94972088	8.182251748	9.735330894	8.319206928	6.426268403	5.056602032	7.24333196
XYLT1|NM_022166	2.423954775	1.780122356	5.085621582	2.003497118	5.266713407	2.271155654	2.692818537	0.842614615	2.803286999	1.799108588	2.531065679	1.312246659	1.644762239
EDC3|NM_025083+NM_001142444+NM_001142443	8.362623302	8.690330393	5.044288244	6.210043201	6.589792512	6.611175563	5.216665392	6.059305477	6.244352767	7.010482093	7.568402441	2.98279068	4.272699752
ZNF485|NM_145312	0.957581372	1.769077801	1.848345035	1.011335447	1.756111926	0.897218203	3.058412878	2.296832129	1.463852528	0.778425572	2.029199586	0.993603797	1.067466129
DSC2|NM_004949+NM_024422	1.324755534	1.698204027	1.095888358	0.399748904	0.347067741	0.709283936	0.302223431	1.361797604	0.520753078	1.384591498	0.534718875	0.589110156	0.562580726
NFYB|NM_006166	4.238576364	4.47458958	5.999689765	2.984339954	6.088960023	2.912351734	6.317528612	7.455469597	5.269995223	7.809964778	4.590758111	3.518418958	2.729978713
RBM10|NM_005676+NM_001204466+NM_001204468+NM_001204467+NM_152856	9.006796807	10.81980664	5.994869077	10.16842268	13.95452141	11.05804442	6.447719724	8.691059414	6.836857084	6.816752691	6.747581149	6.767514937	6.924378142
AGA|NM_000027+NR_033655+NM_001171988	16.62018344	23.05997478	20.70426024	17.05546024	31.56837905	25.80584884	17.56641341	31.51216254	26.61885594	26.25519838	26.12039382	16.75267791	24.0027529
ADSL|NM_000026+NM_001123378	37.62445213	33.89236796	26.73182311	25.59639547	41.98561835	30.08091931	37.41094501	40.86571761	35.22096616	31.21546307	37.60827469	39.84427509	34.15140357
ADRB3|NM_000025	16.36139601	5.103219248	8.254159873	0.785447598	3.239200215	0.696819126	1.781473488	1.486517393	8.413002795	6.3478752	1.575965665	1.543352836	0
CEP57|NM_001243777+NM_001243776+NM_014679	7.617405367	10.55454643	9.495872619	12.91576881	9.749608262	8.122393864	5.438595273	11.67309462	10.96543635	10.06711485	7.174202409	6.257300039	7.822934596
ZNF691|NM_001242739+NM_015911	7.328975481	13.21749269	3.536637847	11.28806786	6.440304042	15.45070049	11.70398341	16.04599119	9.149760712	10.92260199	6.902554218	6.337230919	9.560856413
PRPF4|NM_001244926+NM_004697	7.073677527	11.55693096	8.768418629	7.648635465	13.12687653	5.680948533	7.79981665	7.271467002	9.773618667	4.107320824	7.613840283	7.689289224	7.009243532
SLC14A2|NM_001242692+NM_007163	2.615871372	0.920509607	2.524606788	1.375525876	1.865599528	6.212507889	0.696234538	1.394303883	1.375598741	0.769995047	0.836342873	1.206344699	1.728028966
