	151_Le	173_Le	279_Le	294_Ob	295_Ob	75_Ob	138_Ob	65_Ob	283_Ob	96_IR	132_IR	95_IR	126_IR
ADAMTS15|NM_139055	0.693386089	1.646989526	1.171090703	1.190002928	4.927462573	0.812096286	2.906664195	1.38594962	1.74896334	1.831892103	2.816247312	4.676554867	1.28825634
MAPK8|NM_001278547+NM_139049+NM_139046+NM_001278548+NM_002750	1.583705715	2.507834877	1.572452277	2.488549505	2.083430342	2.473122453	1.803492769	0.941952622	2.624342528	2.14752056	1.902157669	0.721121035	1.549455191
SMARCA2|NM_139045+NM_001289397+NM_003070+NM_001289396+NM_001289398+NM_001289399+NM_001289400	24.66785885	20.37078294	39.36660512	21.17825713	26.98853551	27.75022823	16.35648712	24.4510485	36.52644732	24.83851667	17.40537746	21.8246202	17.01676441
KLHDC9|NR_033385+NR_033386+NM_152366+NM_001007255	8.088986142	6.205477082	2.129119421	6.213137051	3.316920964	7.579079775	4.697338165	12.34676016	4.496587362	11.95563939	1.558297889	1.526050674	3.825485866
PQLC2L|NM_001099777+NR_024016+NM_001243729+NM_001130002+NM_001130001	90.56881043	59.14839781	65.58652544	65.76006968	44.25066991	52.53004237	53.99233981	57.15330926	68.83744787	60.61797306	50.92100009	53.49883789	61.58338685
ZNF573|NM_152360+NM_001172690+NM_001172689+NM_001172692+NM_001172691	1.852947005	4.890308293	4.023674838	6.693751218	2.805605293	6.143214373	6.980273728	2.892150751	5.880122084	4.895395281	4.253772157	1.814176634	2.065577321
ZNF440|NM_152357	2.11797028	0.869518029	1.135598256	0.497080685	0.539465739	0.440991009	0.939523808	1.317066498	0.791446697	1.913016683	0.16622838	0	0.349779621
ZNF491|NM_152356	1.04560559	0.5519136	1.009125677	1.288351081	0.479384964	0.979693628	0.834888213	1.114651086	0.745926979	0	0	0.36164644	0.518040594
ZNF441|NM_152355	1.548427163	2.33520997	1.280918069	1.284916692	1.11558313	1.658078603	2.119504878	1.945439534	2.0289233	2.157820886	1.093751351	1.147625788	1.808308742
CLDND2|NM_152353	31.31556536	27.72714195	10.72429146	17.07017941	10.1891453	17.98351372	35.49046361	18.57627833	16.06029581	35.31087046	20.69304404	28.30087611	23.27273435
FAM210A|NM_152352+NM_001098801	8.114283717	3.915933627	4.474963534	4.407315997	6.070933807	4.77889196	3.146962002	5.190061291	5.103478324	4.711547332	3.111455304	3.367811172	5.513397161
LSM12|NM_152344	5.149312874	3.554332469	2.675970545	3.974194095	3.268849645	1.855659629	1.581380451	3.483621194	3.633112253	2.253955687	2.797910058	2.877010993	2.354957483
TNFRSF25|NM_148970+NM_148965+NM_148967+NM_148966+NM_003790+NM_001039664	15.23088171	13.93510782	17.63939363	21.44782819	10.70725471	4.756923611	11.3506898	8.118318708	23.90430629	14.03214658	19.36535093	11.58948198	9.80989353
SPATA2L|NM_152339	0.422099939	2.005215248	1.22212015	2.451870449	1.935226496	1.581967903	2.02221335	0.337479658	1.806737085	1.372513694	2.683401266	2.627871308	0.941073837
DIABLO|NM_138930+NM_001278303+NM_019887+NM_001278304+NM_001278342+NM_001278302	30.05527707	38.21387983	26.30132321	29.94013641	42.93988204	29.77274454	37.39874455	30.39593968	33.15683067	24.48283702	33.83723196	32.4010609	22.72798998
C16orf46|NM_001100873+NM_152337	3.089214631	3.804767013	4.969059455	3.806399897	3.540826146	0.964826482	2.055546332	0.41165097	2.676069496	0	0.727368769	1.602712561	1.530537516
LOC100132111|NR_024237	0	1.260559945	2.304823451	1.261100937	1.094905949	0	1.906868466	0	1.460299488	0	0	0	0
FNIP1|NM_133372+NM_001008738	9.944621861	10.89602535	10.61560032	28.80331364	24.73112525	9.176563665	10.70766507	15.42007971	20.22369432	11.14620782	11.49465432	15.47807997	13.21336711
YTHDC1|NM_133370+NM_001031732	8.100025481	9.389391138	8.430556804	9.141811278	5.970993153	7.887047665	7.355371891	5.079354345	5.147231577	4.906154392	4.936244999	6.097551629	4.095455344
LRSAM1|NM_138361+NM_001190723+NM_001005373+NM_001005374	5.258372585	6.933480784	4.337429581	5.255067264	4.588442477	4.981614418	6.151750536	5.389874417	4.207296427	5.480090863	6.802618515	6.32875371	8.134933672
SELM|NM_080430	142.3899942	187.1466333	274.8443594	266.9299899	240.2391612	228.1381784	299.0168445	171.9050877	185.8912642	185.1999479	294.6964566	319.1323106	232.8033946
ACYP2|NM_138448	49.11523114	61.20008217	91.69500565	58.25006651	53.15759423	69.40592203	55.28982283	51.50016394	71.63594261	60.21650517	49.48042117	63.49469761	56.84563445
ZNF689|NM_138447+NR_104166+NR_073482+NR_073481+NR_073480	3.085340062	5.185571824	4.764313897	4.399023917	4.809483638	2.761449441	4.927123501	2.466808005	3.7732417	3.460644256	4.576675644	2.298093193	1.460194155
MALSU1|NM_138446	62.55352752	59.15782777	30.18555534	59.18321641	81.8554588	58.61033347	50.98789483	37.5098545	63.75029288	29.66265391	46.02654691	50.03222826	53.26726678
HAUS1|NM_138443+NR_026978	11.36968283	9.69454635	16.88155132	7.389491	20.85090227	8.19459292	16.76010257	7.691835596	20.05477964	13.50827842	8.03112103	7.259931741	6.499682653
FLYWCH2|NM_138439+NM_001142500+NM_001142499	48.51027613	45.64497191	74.29782856	27.28735932	29.97672015	35.5713861	37.05006947	31.19679271	26.76120279	28.14659033	39.40376323	61.27756458	47.80715296
VASN|NM_138440	5.610348981	3.701715939	2.707305349	3.703304596	4.179840924	3.942516589	8.39946417	6.167723351	17.26026279	3.990610444	9.659670716	5.093724891	10.42358328
SMIM19|NM_001135676+NM_138436+NM_001135674+NM_001135675	86.40602414	136.775218	90.01622399	150.6554745	123.8879247	115.6048162	91.05683322	94.622451	114.8977237	95.86095287	80.38482032	95.3725141	106.9865304
ZBED6CL|NM_138434	3.082225766	2.892311865	0.991563547	2.170164864	1.413126232	2.887931139	1.914169581	3.011944278	1.780010205	0.278396225	0.967630947	1.421410377	0.509024972
CDKN2A|NM_058195+NM_058197+NM_001195132+NM_000077	0	0.612241051	1.119429137	0	0.531784602	1.08677999	0.926146478	0	0	0	0	3.610588997	2.585994856
ADPRHL1|NM_138430+NM_199162	5.241954501	3.278095679	2.724414014	3.321727774	2.588464735	6.400770653	5.860430586	6.770945383	2.589218095	5.966374342	6.664899014	7.029825423	7.012177609
CASC4|NM_138423+NM_177974	13.40413281	13.47019161	17.41449056	17.28735829	13.94549349	13.41774625	17.2892086	17.96399382	17.18080486	17.60175917	12.92770787	8.558997944	14.17601862
SAAL1|NM_138421	7.069277243	5.766794157	8.683358371	9.162956773	7.955410698	5.419350315	8.2103703	10.79031031	8.645430803	6.791521605	4.993474488	10.00255945	5.731268179
FAM195A|NM_138418	30.27430338	38.23790848	30.26157208	35.39951904	24.29006736	22.28749173	25.03655432	19.88274186	22.80955706	20.21554102	25.20332783	45.99785049	40.980142
PTPN2|NM_080422+NM_001207013+NM_080423+NM_002828	6.933046576	10.05387911	8.341890388	8.542607402	11.39112565	7.145227612	10.48243394	5.830550693	6.705834017	7.79577693	6.175235602	6.678416454	9.591193888
RDH13|NM_138412+NR_027381+NR_027382+NM_001145971	10.70026518	11.02712535	3.898068973	7.264881833	8.176356181	6.206417476	5.695917821	5.997217256	9.035556721	4.690460945	5.705976462	5.287042999	7.289709064
CMTM7|NM_138410+NM_181472	8.011149858	26.13346265	3.792281397	11.61985708	21.9785767	11.60041374	16.94249745	6.987401962	6.487368812	6.512327925	16.09826269	9.785251448	9.201068152
GTF3C6|NM_138408	53.85639233	41.54805578	66.9708911	56.87963467	79.77369492	54.34308989	43.00289476	62.10513191	56.04783151	53.88343748	51.21058956	54.80770837	53.87894831
HNRNPLL|NM_138394+NM_001142650	8.851339533	9.904853574	7.175722752	7.852497722	5.356725903	7.961641196	9.329177587	6.739140069	11.36605946	9.210016027	4.579906809	5.143213607	7.367398473
PTP4A2|NM_080391+NM_001195101+NM_001195100	29.78956497	38.18515092	77.46123793	58.99089338	49.11554141	32.11043048	29.73271769	34.89212082	45.36409122	31.03896194	34.96018546	23.7770714	21.81149154
ATP8B5P|NR_003582+NR_003581+NR_110320	1.17552552	2.688792937	0.756341905	1.241513945	0.35930008	2.202847559	0.625750544	1.566437683	1.078213959	2.229719604	2.214260003	1.219746596	1.4560221
FRG1B|NR_003579	11.44087046	15.37190225	7.026544221	14.82926725	10.01387555	9.745155428	9.135230326	11.64197681	6.995853361	8.45488663	10.28542496	3.237614908	3.091815215
ATP1A1-AS1|NR_027646+NR_027645+NR_024125+NR_024124+NR_024126	3.532441039	5.231874573	4.464144726	8.234829965	2.726602865	4.333943969	3.779730843	4.754859467	5.347249138	4.297285991	4.483107358	2.056940235	11.18928035
ESR1|NM_001122742+NM_001291241+NM_001291230+NM_001122741+NM_001122740+NM_000125	4.469918673	7.580300865	2.496981199	3.456328334	2.555010232	0.598306841	2.430409306	2.425087996	1.663573915	1.557271163	1.916983315	1.774404631	1.733009082
WHAMMP3|NR_003521	0.274223763	0.144746571	1.05862571	0.579234767	1.005799891	1.284687435	0.21896037	2.192488863	0.503046312	0.668756083	0.193701466	1.138158195	0.81517759
MIR99AHG|NR_027790+NR_111004+NR_111005+NR_027791	3.962833153	7.285538556	7.514783408	7.122878767	4.677475613	8.144126773	4.520309598	4.878412122	7.342865817	6.069137781	3.554031855	5.874153631	5.048660289
APLP2|NR_024515+NR_024516+NM_001642+NM_001142278+NM_001142277+NM_001142276+NM_001243299	157.8954384	112.0204769	128.6076322	158.4455704	124.7780111	181.668079	160.7290094	264.9107749	139.9658944	160.2768183	125.4567955	122.0038276	123.5415945
SAT1|NR_027783+NM_002970	1095.370414	463.4132142	801.462243	555.755597	740.9453374	445.1102028	501.139911	524.443346	595.7777914	733.7365826	624.0165621	642.701139	750.2245201
RP9P|NR_003500	3.793041094	0.800849186	1.464282593	1.60238577	0.347803586	0	0	0.606526603	1.159682708	0.616678701	0.535852628	0.787145645	1.127547106
ZNF182|NM_001007088+NM_001178099+NM_006962	1.128342729	1.88485736	2.177952435	3.89247692	1.422624358	2.907341955	3.153330652	2.706416299	2.242363549	1.605167983	2.191803166	0.292697219	2.096371269
EP400NL|NR_003290	0.639320897	1.012379527	1.234031529	0	1.758679341	0	1.020961414	2.044613396	0.977328442	1.039418161	0.903185001	1.326741912	0.950246002
PSPC1|NR_003272+NR_044998+NM_001042414	11.04460184	16.53693981	11.37554734	19.31692234	16.33414739	24.14015069	13.89305561	19.47562353	15.40724945	7.248425991	14.45249964	17.47167147	13.90751685
SDHAP2|NR_003265	1.448353717	2.038668299	1.39782227	0	1.328070548	0.904702449	0.770981243	0	0.885638051	0.392459448	1.023063191	2.003784108	0.717580345
SDHAP3|NR_003263	3.416371041	1.352475774	2.472883494	4.05916864	4.307390418	1.60050643	2.727881278	4.097213563	0	1.3885977	1.206598712	0.886222136	7.616815609
EPHX1|NM_001136018+NM_001291163+NM_000120	51.19353829	38.3307873	23.1328953	25.1457296	19.6486953	37.56408361	38.97256546	13.31475348	22.38419367	23.22562193	64.51463633	64.63920135	67.23810313
EIF4G1|NM_001194947+NM_001194946+NM_198241+NM_198244+NM_198242+NM_001291157+NM_182917+NM_004953	34.34209406	35.76782179	50.09483444	42.27279299	43.22342947	35.16773993	33.8198491	27.89198551	49.79124308	36.59792275	36.43475211	38.31817203	43.473854
PWARSN|NR_022011	3.999653902	3.317571237	2.757222015	3.620721853	3.143562725	4.282888286	2.737386091	0	3.144477643	2.786872039	2.018004815	1.185746691	2.547785012
SNHG11|NR_003239	32.58595672	21.02247743	18.34529209	21.98747466	14.52487929	16.96212886	15.90051129	11.57924569	19.09539735	17.65959025	17.2631308	19.72353811	14.12649519
USP32P1|NR_003190	0.756663568	1.065061671	0	1.198708606	0	0	1.812527114	0	0.694025955	1.435228384	0.178159666	0	0.562328351
MKNK1|NR_024174+NR_024176+NM_003684+NM_001135553+NM_198973	12.935611	17.3716953	13.86258776	17.37299362	15.83907791	12.86859299	14.97347972	10.1926968	12.99419874	12.0348036	11.61937889	11.52116558	7.210001804
LAMTOR3|NR_024170+NM_001243736+NM_021970	11.31998782	16.80468831	10.03320657	12.86794395	9.21479428	14.21608702	13.95043584	10.71297728	14.12640031	14.73474668	10.11741095	10.73405503	9.908978811
ZNF542P|NR_003127+NR_024057+NR_024056+NR_024055+NR_033418	5.575454203	4.027200009	5.815957617	5.351955089	5.400154174	5.377477679	4.37433078	3.864620654	5.69484277	2.449375007	5.417601346	3.694894965	4.789613309
RPL32P3|NR_003111	0.473263521	2.747887287	2.740511578	2.249236303	0.650939756	0.886860706	1.133664947	0.756772491	1.446953798	0.384719709	2.005774483	0.491066811	1.406857717
FGF11|NR_130156+NM_004112+NM_001303460	0	0	0.417501015	1.84901632	2.776672908	2.837269584	0.996149376	0	3.687414998	1.758294368	1.099250072	0.897734105	2.571919184
NBR2|NR_003108	7.923179691	4.182179847	0.69515905	4.56433604	3.632586941	2.02465235	4.601053049	3.455336768	2.422429458	2.92764376	3.052712408	6.726464941	3.747071808
SNHG1|NR_003098	17.60134093	19.51049326	5.945537418	9.294698352	6.455832503	9.070490822	3.513550125	2.110907882	6.188640131	2.146240452	3.729879756	5.479040614	7.194416894
PACSIN3|NM_001184974+NM_001184975+NM_016223	0.550064847	3.484161974	1.592621251	0.580942877	1.76534033	2.061561378	1.317636386	2.198954313	3.195355081	0.447152122	0.777090694	3.995300819	2.452744424
TBC1D16|NM_019020+NM_001271845+NM_001271844+NM_001271846	8.988807417	8.350605036	14.83458997	11.43954268	8.118668596	9.685505747	10.83775818	5.677556672	12.09222964	10.88753965	8.127179779	8.300985126	10.15389854
ACP6|NM_016361	7.074609059	11.49005967	7.878212903	8.9086179	3.493040661	5.098958537	5.648886894	9.572251157	5.324277779	5.751006403	1.922015648	3.952707581	11.32411524
TRMT5|NM_020810	5.573535838	5.491623688	3.227449153	3.531844617	4.088530976	3.30739093	2.96687994	4.753262865	4.600936038	5.134874878	3.412013277	3.855467904	4.004005788
AARS2|NM_020745	1.646030715	1.846290643	1.588602697	1.521127186	1.414997651	0.771134842	1.971467523	0.987032628	1.321048847	1.839848395	2.616063457	0.640481745	0.764548618
NIN|NM_020921+NM_182946+NM_016350+NM_182944	0.477953395	0.857763709	0.830300724	1.61530698	1.183302611	1.253908855	1.221225778	1.302483361	1.519744304	1.518100236	1.0128255	0.892679599	1.49183914
SNTB1|NM_021021	1.77994648	2.087841999	2.099589926	1.87986423	1.904145984	1.297134055	2.21081755	0.316247238	2.116333529	1.768473372	1.536685315	0.820846554	0.881866491
TNIP2|NM_024309+NM_001161527+NM_001292016	15.40040804	9.032186943	18.166019	7.351626882	10.72182791	11.34275258	13.13362901	13.68113188	17.06789756	8.508853991	12.48987175	11.24500297	10.79603972
CHD8|NM_020920+NM_001170629	2.151940155	2.334869478	2.333422103	3.472241722	2.028037216	1.510243846	2.040327368	1.288715341	1.681384927	1.605014599	1.859534069	1.775526784	1.243863934
ZNF557|NM_024341+NM_001044387+NM_001044388	1.480808318	4.602940963	1.746732421	2.780326881	1.810439804	2.004112399	1.839267109	1.44704265	1.559443567	2.675024332	2.091975828	0.682894917	1.100489747
THOC6|NM_024339+NM_001142350	9.561855765	14.13199318	8.305428777	9.088751644	17.8270267	11.08804565	11.47397601	14.86824005	9.355000183	10.88207286	22.28865949	10.91371043	11.93562978
IRX6|NM_024335	35.48683909	35.45588702	36.69508526	43.5022968	24.79216837	37.99982977	35.75644468	38.5057151	40.16983555	42.58445776	37.59987469	22.35608542	32.65190513
MYL6|NM_021019+NM_079423	3036.879364	4086.757156	3320.620969	3412.592288	4011.957356	3924.073444	4120.443619	3825.210382	3504.628518	3357.411424	4686.316047	4965.823598	3867.572291
ALS2|NM_020919+NM_001135745	2.223035312	1.826763174	3.489150927	2.857761139	2.943125744	3.1466694	3.321903717	3.836960507	3.392602045	4.773661339	2.782660336	2.321623956	1.57536528
ZNF576|NM_024327+NM_001145347	10.03455842	13.65978753	11.21359085	10.59785092	10.41189146	9.402008785	8.855730526	13.81691989	8.657772102	10.85446603	9.878332562	18.62677089	12.95226616
FBXL15|NM_024326	6.841650481	14.44521714	11.96785337	12.19338394	7.645783916	9.214910552	13.31576079	11.62390706	13.33499037	11.81846908	13.59193334	14.19804121	9.85121393
ZNF343|NM_024325+NM_001282498+NM_001282497+NM_001282496+NM_001282495+NM_001282499	4.415820326	2.972018759	3.009166449	5.44098745	2.641697231	7.101215573	4.701219881	4.770294954	9.070924656	1.675172676	4.84523744	2.138236449	6.256970074
CRELD2|NM_024324+NM_001135101+NM_001284317+NM_001284318+NR_104295	20.57477135	12.30517368	19.19026522	13.03459867	21.70361528	22.77182922	13.95641406	24.0875775	22.84987316	23.68119436	25.66902125	33.43805669	13.24848257
PLXNA4|NM_020911+NM_001105543+NM_181775	9.039873148	7.952694239	11.12371572	11.89438038	12.98630047	7.552439498	7.699304451	8.311750293	7.715739045	12.79878612	6.704701642	5.784294057	8.957529114
RBM42|NM_024321	63.20907585	49.73176374	27.62435671	39.99142146	35.81470539	53.07861323	64.75494175	68.65440036	38.46871367	55.74588584	80.87282715	72.39306935	62.92874569
C1orf35|NM_024319	28.98353851	24.96104127	21.34731054	22.55513241	12.93856301	15.00753936	12.1803071	23.78289548	13.29212139	8.060325254	11.31396746	15.03692257	8.502491843
SNRNP48|NM_152551	1.650468253	1.991279932	2.047995532	2.365659749	2.378199742	0.662754639	1.506119929	1.131078367	1.297577403	1.34167887	0.499641163	0.244650827	1.577025805
CCDC112|NM_152549+NM_001040440	2.695302126	2.371152044	3.468355065	6.244874831	5.241160369	1.846738188	1.888533192	2.154962736	3.615645367	3.845347477	1.949120997	2.796694363	3.515453358
SH3RF2|NM_152550	2.263359849	0.853353101	2.808506525	2.902645731	1.778907332	2.120684168	2.581760789	0.258516268	5.338275224	0.788530012	3.425899729	2.013002762	5.046171629
BTNL9|NM_152547	1.686711188	0.890315481	2.441795816	2.820542324	3.222151793	3.687566814	0.224465659	0.674284289	0.859490556	0.914094029	1.191430043	0	1.880265339
C21orf91|NM_001100421+NM_017447+NM_001100420	1.093846426	0.973660543	1.23163069	0.681854885	1.268563298	1.382664287	1.178297054	0.737406033	1.393467179	0.749748803	0.91207433	0.765599985	1.782111527
RAP1GDS1|NM_001100426+NM_001100427+NM_001100428+NM_001100430+NM_001100429+NM_021159	12.05328132	13.83090699	12.64430101	12.45315849	10.57174418	12.76653946	15.90089197	15.4904764	10.25437191	12.14125896	9.06924977	7.878368582	9.736539301
MRPL20|NM_017971	280.6355379	281.9842556	290.4236246	253.5376515	342.5889569	296.2092196	271.3257856	270.3316436	240.3472542	243.2479843	317.6464722	312.2425852	252.5327984
NRDE2|NM_017970	2.944383621	4.014930578	2.604852838	3.368806293	3.374822327	2.528879985	1.175505947	3.92351623	2.700643642	1.994594202	1.733169223	1.527572919	2.552867875
PUM2|NM_015317+NM_001282790+NM_001282791+NM_001282752	7.683834932	9.803772562	5.772566941	8.475843145	5.773172306	6.08796408	6.95338253	4.656311815	7.218565698	6.525587271	3.446652793	4.783731879	6.09107442
AKIRIN2|NM_018064	57.0385426	46.77382056	57.50606089	43.0288684	48.79925542	43.42243531	58.1496183	62.29800499	57.4550752	58.78684424	67.62948311	62.35480969	57.90672239
WIPI2|NM_015610+NM_016003+NM_001278299+NM_001033519+NM_001033518+NM_001033520	9.715496821	14.40363828	12.38111447	13.33753185	15.26898911	14.86922102	14.23238412	11.79461418	12.16407579	10.09934778	10.81286567	11.59618243	12.12599813
PGM3|NM_015599+NM_001199917+NM_001199918+NM_001199919	25.55722047	37.29313814	11.64265298	10.03814676	49.34939481	11.98812006	23.85285921	48.90592563	28.99486502	12.48105647	16.04227994	19.18852632	20.08637069
CHTOP|NM_015607+NM_001244664+NM_001206612	39.79772979	43.46877317	32.39333089	43.23459468	47.85405477	38.18752565	42.11466254	45.17103639	35.42523472	39.75774865	44.36896761	49.2552984	34.87056371
EFHD2|NM_024329	1.220233394	1.073482218	0.785107286	0.214788585	0.745930138	1.143313398	0.649549242	1.626012824	0.994862983	0	1.14923664	2.532272595	1.209118311
SLC27A3|NM_024330	6.931849406	6.241678501	5.509416356	6.244357228	12.71234359	8.405146074	9.441883313	8.476290969	11.34470543	7.955231912	6.04849483	8.461897232	4.54546808
THTPA|NR_046051+NR_046052+NM_024328+NM_001256062+NM_001126339+NM_001256323+NM_001256322+NM_001256321+NR_023314	36.79681958	46.86823835	39.37313431	46.0435175	41.80938842	38.9742873	61.95617805	54.36303418	37.6638582	48.11999535	51.41876783	52.29143431	54.69245706
MMP28|NR_111988+NM_032950+NM_024302+NM_001032278	32.85781749	39.30796436	35.35412194	33.65965151	22.65784175	50.27697488	30.51317208	48.2705092	40.7029852	45.36266901	45.36060001	64.50200529	45.24579937
APOBEC3F|NM_001006666+NM_145298	1.222254484	0.645156146	2.359223011	1.290866052	0	1.145207085	0.869475425	1.973962239	0.754845662	1.121808963	0	2.536466835	0
LENG1|NM_024316	17.26166593	19.43768886	17.7700558	19.44603089	24.26977734	23.7211924	23.89049948	18.40152241	10.90698651	18.70952878	21.94739772	21.49322112	17.10442974
RUSC1|NM_001105204+NM_001105203+NM_001278229+NM_001278228+NM_001105205+NM_014328+NM_001278227+NM_001278230+NR_103478	5.327077699	6.610600289	2.626737797	2.584086395	2.706066564	2.445336328	3.783451944	0.664187376	3.491210401	8.227805895	2.918945518	4.73875787	2.367484089
LARP4|NM_001170804+NM_001170803+NR_033200+NM_199190+NM_199188+NM_001170808+NM_052879	4.983759075	4.701087932	4.369727762	2.552011473	4.431386042	3.510853042	4.734961571	3.984642385	4.986760247	7.296349345	3.198194276	5.55835635	5.221300536
PDPK1|NM_002613+NM_001261816+NM_031268	2.867720373	3.784251656	4.151503622	2.5743955	3.681385902	1.880863283	2.40428825	1.719611638	2.981036903	2.098073587	2.937193951	1.785359197	1.918078894
NAALADL1|NM_005468	1.100986525	0.581145934	0.35419148	1.55038758	0.168258596	1.375444678	1.172144553	0.880266784	0.224410089	1.790001541	1.036927904	0.380801195	0.54547883
MED6|NM_005466+NM_001284211+NM_001284209+NM_001284210	10.72162043	11.43944267	7.111446454	6.315018437	7.948921112	4.467316625	7.902395387	10.74300294	8.878878987	6.369158939	8.738485226	6.606004726	9.694129926
MAP3K7CL|NM_020152+NM_001286634+NM_001286623+NM_001286617+NM_001286618+NM_001286622+NM_001286619+NM_001286620+NM_001286624	0.718739328	0.961315497	1.387326766	1.518171888	5.36637436	1.346864146	1.168512357	3.024307646	0.894858784	1.16853792	1.095064378	1.885516339	0.725051362
STARD7|NM_020151	58.44381797	46.09829465	48.71322249	51.55404979	49.7840445	47.60359256	45.87039163	48.851291	75.63691692	63.16597067	42.22077861	38.59059228	53.05807961
PMEPA1|NM_020182+NM_001255976+NM_199171+NM_199169+NM_199170	50.78440154	66.7893706	130.8912901	92.0815235	87.82876984	73.66143781	56.3819945	30.09523634	89.71097185	65.53563445	69.23659511	47.84187674	76.64687109
SH3GLB2|NM_020145+NM_001287046+NM_001287045	3.887284345	3.419780711	2.176704325	3.87741482	2.376301586	3.642241147	3.448770009	1.035994299	2.112882841	2.106669733	2.787969338	6.722527882	3.352272191
PNO1|NM_020143	14.90780091	12.06572327	18.70399152	16.79429773	30.07341674	15.8304636	16.66487472	20.26258344	25.22040469	21.40965181	22.11366367	16.49984487	19.57290799
NDUFA4L2|NM_020142	1.703748845	0.449654328	0.822153556	0.449847306	2.343383357	1.59634943	0	1.36219062	0.520903419	0	0.601732405	0.883920349	3.16543018
TMEM167B|NM_020141	12.88033998	20.2074635	23.13539874	18.13784154	18.20808686	17.09690068	19.99784966	20.02420011	18.37747079	21.8136075	13.14183441	11.50864179	14.35838986
BDH2|NM_020139	4.717400013	9.604430704	10.40643575	8.896807978	7.415363031	11.9972208	5.650077387	7.543363054	12.05347201	3.834812278	8.806517725	6.643024014	4.757901257
WDR5|NM_017588+NM_052821	12.6132864	9.218507414	7.491214839	6.831454593	8.228557022	11.21212062	7.747210173	6.723095941	6.031774803	7.624354015	6.853504876	7.382847268	7.450964589
CACFD1|NM_017586+NM_001135775+NM_001242369+NM_001242370	2.245526496	2.765656053	1.083591398	1.778684775	1.029519782	0.701324993	1.19532873	0.598451886	0.572121899	1.825406486	1.850515789	0.776666338	2.781340047
ZRANB1|NM_017580	5.176403553	3.573031912	8.838732101	5.151579464	3.651163505	4.290471303	3.497340303	3.34276914	5.356598365	4.855315309	3.093892935	3.51189282	3.698979656
AGPAT3|NM_020132+NM_001037553	11.40964502	6.266634099	12.79723734	9.200435839	7.987950561	8.5234381	8.494736988	5.52045617	9.616614658	9.274991878	9.366270269	11.19891649	15.39398523
MDM1|NM_001205028+NM_017440+NM_020128+NM_001205029	4.087506543	2.994326451	3.438006245	4.521789288	2.279056506	2.276835903	2.960972371	6.306514633	3.831488141	0.564394412	1.725956786	2.838348196	2.063899029
C9orf66|NM_152569	0.750793558	2.179648318	2.173797841	1.585879093	0.344220752	0	1.498721646	0.600278583	0.803415518	0.915489151	0.530332642	0.779037011	0.278982973
KCMF1|NM_020122	3.777774518	2.406629737	7.166221889	3.508308339	3.464037146	2.929352692	1.560233963	2.187205758	3.226076692	2.647399296	2.576462867	2.568202055	2.420277699
SUPT20H|NM_017569+NM_001014286+NM_001278481+NM_001278480+NM_001278482	9.306553524	10.44062734	6.157266723	9.007641982	8.528094532	8.357312857	11.16755047	10.20170857	7.816350323	14.98245046	7.260456379	7.247447395	8.641865936
NAGK|NM_017567	29.50105632	37.77620286	20.5629668	29.42615534	39.32420678	36.34331535	46.23917804	37.56423673	26.89188941	35.52836314	33.57305645	32.87829998	37.35242391
PPP1R12C|NM_017607+NM_001271618	5.652772091	5.089952762	11.55293729	8.42836503	6.707825294	5.919547944	4.248082774	2.39269518	5.591481311	4.595183737	4.932415689	5.86541883	6.672114248
PARP14|NM_017554	1.148836759	0.741159532	0.369585079	0.808884669	0.877856612	0.478407734	0.305771851	1.939106782	0.780544096	0.622599073	0.721329381	1.721855567	1.612693704
TMEM234|NM_019118	13.64022449	13.43976061	7.898600935	9.603948944	12.09051533	7.668231203	9.439176087	10.90570708	8.618737027	10.34903129	5.780968901	15.09690057	5.406390917
RAB3IP|NM_022456+NM_175624+NR_103519+NM_175625+NM_175623+NR_103520+NM_001024647+NM_001278402	0.556897519	0.709793846	0.828345334	1.189267305	1.327550089	0.783588358	0.800402104	0.514463065	1.344330743	0.546831546	1.060538642	1.375913613	0.543827039
WDYHV1|NM_001283024+NM_018024+NM_001283027	7.25406398	5.917534755	2.422416484	3.313607053	4.60307399	4.325229172	4.739053802	4.01359696	4.154474124	6.969047974	3.926558522	5.208815822	1.470270037
PPP2R5C|NM_001161726+NM_001161725+NM_178587+NM_178586+NM_002719	27.59167681	18.15813974	18.81956658	19.13748331	16.14436325	24.45962326	14.01285504	23.01593572	21.35807395	33.42046197	15.45077414	10.87854696	22.33704099
SMOC2|NM_001166412+NM_022138	5.366234398	5.665038084	0.304647822	1.500212471	13.17502067	2.07033748	1.008187113	7.82374563	3.763890307	1.796222626	2.229710806	0.655070838	0.234589124
MAZ|NM_001276275+NM_001276276+NM_001042539+NM_002383+NR_074080	17.98549245	14.60277168	13.41470115	16.19697771	12.8384845	5.651117212	10.08449121	10.00180681	10.66482887	10.16921797	8.824898354	17.97088522	8.045145898
FGF1|NM_001257206+NM_001257205+NM_001257208+NM_033137+NM_033136+NM_001257207+NM_001144892+NM_001257212+NM_001257211+NM_001257210+NM_001257209+NM_000800+NM_001144935+NM_001144934	3.3937079	8.045153403	23.28614562	13.9264106	27.01205366	22.08124062	27.09068304	24.99502107	14.83950908	26.91195264	25.78596419	24.74447684	22.51815002
